Class,Order,Family,Genus,Species,Common name,Female maturity (days),s,Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Maximum longevity (yrs),,Metabolic rate (W),Temperature (K),q1 - W,q2 - B,q3 - S,q1 - W,q2 - B,q3 - S,q4 - X
Aves,Charadriiformes,Alcidae,Uria,aalge,Common murre,1825,1825,31,,1,1,,,,992,42.8,6.8224,956,,0.237894084,0.603233646,0.15887227,,,,
Aves,Charadriiformes,Alcidae,Uria,lomvia,Thick-billed murre,1862,2081,33,,1,1,,70.4,,964,29,6.8224,989,,0.241280011,0.517520037,0.241199952,,,,
Aves,Charadriiformes,Burhinidae,Burhinus,oedicnemus,Eurasian thick-knee,,,,,,,,,,459,17.9,,,,0.214637071,0.45317429,0.332188639,,,,
Aves,Charadriiformes,Charadriidae,Charadrius,alexandrinus,Snowy plover,310,331,24,,3,,,6,,37,19,,,,0.104013354,0.615907843,0.280078803,,,,
Aves,Charadriiformes,Charadriidae,Charadrius,dubius,Little ringed plover,730,730,,,,,,,,38.7,13,0.416,36,,0.110493654,0.528022202,0.361484144,,,,
Aves,Charadriiformes,Charadriidae,Charadrius,hiaticula,Common ringed plover,365,365,,,,,,,,64,20.8,,,,0.126853403,0.603736771,0.269409826,,,,
Aves,Charadriiformes,Charadriidae,Charadrius,melodus,Piping plover,365,365,28,,4,1,,6.75,,49,14,,,,0.119911342,0.530669436,0.349419222,,,,
Aves,Charadriiformes,Charadriidae,Charadrius,montanus,Mountain plover,365,365,,,6,,,,,100,10,,,,0.155055417,0.412802271,0.432142312,,,,
Aves,Charadriiformes,Charadriidae,Charadrius,morinellus,Eurasian dotterel,,,,,,,,,,108.5,11.8,,,,0.156645096,0.445133449,0.398221455,,,,
Aves,Charadriiformes,Charadriidae,Charadrius,semipalmatus,Semipalmated plover,912,912,24,,4,1,,6.52,,52,9.2,,,,0.127505342,0.43285921,0.439635448,,,,
Aves,Charadriiformes,Charadriidae,Charadrius,vociferus,Killdeer,365,365,24,,4,,,9.85,,88,10.9,,,,0.148449313,0.43973639,0.411814297,,,,
Aves,Charadriiformes,Charadriidae,Pluvialis,apricaria,European golden-plover and greater golden-plover,730,730,,,,,,,,214,12.8,,,,0.185323706,0.423118887,0.391557408,,,,
Aves,Charadriiformes,Charadriidae,Pluvialis,dominica,American golden plover,365,365,26,,4,,,19.5,,118,13,,,,0.159155303,0.461905066,0.37893963,,,,
Aves,Charadriiformes,Charadriidae,Pluvialis,fulva,Pacific golden-plover,365,365,,,,,,,,135,21.3,,,,0.159149607,0.5648056,0.276044794,,,,
Aves,Charadriiformes,Charadriidae,Pluvialis,squatarola,Black-bellied plover,730,730,27,,4,1,,21.4,,224,25.6,,,,0.179062128,0.57606957,0.244868301,,,,
Aves,Charadriiformes,Charadriidae,Vanellus,armatus,Blacksmith lapwing,,,29,,,,,,,156,18.6,,,,0.16707468,0.525791766,0.307133554,,,,
Aves,Charadriiformes,Charadriidae,Vanellus,spinosus,Spur-winged lapwing,,,,,,,,,,188,17,,,,0.176290169,0.494526513,0.329183317,,,,
Aves,Charadriiformes,Charadriidae,Vanellus,vanellus,Lapwing,730,730,24,,4,,,,,218.5,24.5,,,,0.178500073,0.567681035,0.253818892,,,,
Aves,Charadriiformes,Haematopodidae,Haematopus,bachmani,Black oystercatcher,1825,1825,26,,2,1,,34,,670,16,,,,0.232482634,0.405543777,0.361973589,,,,
Aves,Charadriiformes,Haematopodidae,Haematopus,ostralegus,European oystercatcher,1095,1095,,,,,,,,480,43.3,2.91,449,,0.206069481,0.648894416,0.145036104,,,,
Aves,Charadriiformes,Haematopodidae,Haematopus,palliatus,American oystercatcher,1095,1095,27,,2,1,,37.3,,565,17,,,,0.224320602,0.429267019,0.346412379,,,,
Aves,Charadriiformes,Laridae,Anous,minutus,Black noddy,730,730,34,,1,1,,16.8,,110.4,27.1,,,,0.147500892,0.630818036,0.221681072,,,,
Aves,Charadriiformes,Laridae,Anous,stolidus,Noddy tern,1095,1460,35,,1,1,,24.8,,178,26.2,0.788095,138.7,,0.168752998,0.594904422,0.23634258,,,,
Aves,Charadriiformes,Laridae,Chlidonias,niger,Black tern,730,730,21,,3,,,7.25,,60,21,,,,0.123922406,0.6097133,0.266364293,,,,
Aves,Charadriiformes,Laridae,Chroicocephalus,genei,Slender-billed gull,730,730,,,,,,,,281,31.7,,,,0.186412343,0.610620167,0.20296749,,,,
Aves,Charadriiformes,Laridae,Chroicocephalus,ridibundus,Black-headed gull,730,730,22,,3,,,,,306,32.9,,,,0.189690041,0.613909552,0.196400407,,,,
Aves,Charadriiformes,Laridae,Gelochelidon,nilotica,Gull-billed tern,1825,1825,22,,3,1,,21.4,,221,16,,,,0.184071093,0.471321088,0.344607819,,,,
Aves,Charadriiformes,Laridae,Gygis,alba,Fairy tern,1764,1764,36,,1,,,13,,98.1,35.9,0.82236,98.1,,0.138995987,0.700972973,0.160031039,,,,
Aves,Charadriiformes,Laridae,Hydrocoloeus,minutus,Little gull,730,730,21,,3,,,,,119,20.9,,,,0.153869033,0.568029788,0.278101179,,,,
Aves,Charadriiformes,Laridae,Hydroprogne,caspia,Caspian tern,1095,1095,21,,2,1,,48.5,,644,30,,,,0.223268659,0.549056915,0.227674426,,,,
Aves,Charadriiformes,Laridae,Ichthyaetus,audouinii,Audouin's gull,1095,1095,,,,,,,,535,20.9,,,,0.219479434,0.478884191,0.301636375,,,,
Aves,Charadriiformes,Laridae,Ichthyaetus,melanocephalus,Mediterranean gull,1095,1095,,,,,,,,256,22.1,,,,0.186641482,0.535135424,0.278223094,,,,
Aves,Charadriiformes,Laridae,Larosterna,inca,Inca tern,,,28,,,,,,,219,26,,,,0.17789214,0.580890122,0.241217739,,,,
Aves,Charadriiformes,Laridae,Larus,argentatus,Herring gull,1825,1460,26,,3,1,,67.5,,1094,49,4.817,1000,,0.240554977,0.627809339,0.131635684,,,,
Aves,Charadriiformes,Laridae,Larus,cachinnans,Caspian gull,1460,1460,,,,,,,,1117.2,31.9,,,,0.246582658,0.530176692,0.22324065,,,,
Aves,Charadriiformes,Laridae,Larus,californicus,California gull,1095,1095,25,,3,1,,50,,691,30,,,,0.226343328,0.544879327,0.228777345,,,,
Aves,Charadriiformes,Laridae,Larus,canus,Mew gull,1095,730,23,,3,1,,40,,430.6,33.7,2.257,431,,0.204314103,0.599046213,0.196639684,,,,
Aves,Charadriiformes,Laridae,Larus,delawarensis,Ring-billed gull,730,730,21,,3,1,,36.3,,518.5,31.8,2.91742,439,,0.213113449,0.574997409,0.211889142,,,,
Aves,Charadriiformes,Laridae,Larus,fuscus,Lesser black-backed gull,1460,1460,,,,,,,,766.2,34.9,,,,0.22905062,0.572727684,0.198221695,,,,
Aves,Charadriiformes,Laridae,Larus,glaucescens,Glaucous-winged gull,,,27,,3,,,70.65,,908,32,,,,0.237495395,0.54317589,0.219328715,,,,
Aves,Charadriiformes,Laridae,Larus,glaucoides,Iceland gull,1460,1460,25,,2.39,1,,,,945.5,33,,,,0.238895366,0.547686153,0.213418481,,,,
Aves,Charadriiformes,Laridae,Larus,heermanni,Heermann's gull,,,,,,,,,,500,24,,,,0.214879079,0.51395567,0.271165251,,,,
Aves,Charadriiformes,Laridae,Larus,hyperboreus,Glaucous gull,1460,1460,27,,3,1,,72.6,,1210,21.1,,,,0.254988185,0.432622703,0.312389112,,,,
Aves,Charadriiformes,Laridae,Larus,marinus,Great black-backed gull,1825,1825,27,,3,,,85,,1658.5,29.2,,,,0.264881019,0.4868853,0.248233682,,,,
Aves,Charadriiformes,Laridae,Larus,occidentalis,Western gull,1825,1460,27,,3,1,,67.5,,931.5,33.9,3.43629,761,,0.237923773,0.554613437,0.20746279,,,,
Aves,Charadriiformes,Laridae,Larus,pacificus,Pacific gull,,,,,,,,,,1313.5,14.5,,,,0.263038194,0.343513939,0.393447867,,,,
Aves,Charadriiformes,Laridae,Leucophaeus,atricilla,Laughing gull,,,24,,3,,,30.1,,275.6,22,,,,0.189915601,0.529741774,0.280342625,,,,
Aves,Charadriiformes,Laridae,Onychoprion,anaethetus,Bridled tern,,,,,,,,,,133.3,17.9,,,,0.160667599,0.526503226,0.312829176,,,,
Aves,Charadriiformes,Laridae,Onychoprion,fuscatus,Sooty tern,1460,1460,28,,1,1,,23.4,,148,35.8,,,,0.156978682,0.675958406,0.167062912,,,,
Aves,Charadriiformes,Laridae,Onychoprion,lunatus,Gray-backed tern,1825,1825,,,1,,,18.5,,131.7,25.8,,,,0.15578672,0.609315831,0.234897449,,,,
Aves,Charadriiformes,Laridae,Pagophila,eburnea,Ivory gull,730,730,25,,2,1,,,,550,23.9,,,,0.219088981,0.507365535,0.273545484,,,,
Aves,Charadriiformes,Laridae,Procelsterna,cerulea,Blue-gray noddy,,,,,,,,,,53,15,,,,0.122514865,0.541509232,0.335975903,,,,
Aves,Charadriiformes,Laridae,Rissa,brevirostris,Red-legged kittiwake,,,,,,,,,,377,27,,,,0.201151542,0.557151909,0.241696549,,,,
Aves,Charadriiformes,Laridae,Rissa,tridactyla,Black-legged kittiwake,1460,1460,27,,2,1,,36,,317,28.5,,,,0.192941398,0.579574043,0.227484559,,,,
Aves,Charadriiformes,Laridae,Rynchops,niger,Black skimmer,730,730,23,,4,1,,,,315,20.2,,,,0.196764636,0.502648011,0.300587353,,,,
Aves,Charadriiformes,Laridae,Sterna,dougallii,Roseate tern,1095,1095,23,,2,1,,14.8,,112,25.7,,,,0.148760654,0.618052955,0.233186391,,,,
Aves,Charadriiformes,Laridae,Sterna,forsteri,Forster's tern,730,730,23,,3,1,,13.78,,158,15.8,,,,0.169573773,0.488397503,0.342028723,,,,
Aves,Charadriiformes,Laridae,Sterna,hirundo,Common tern,1095,1095,24,,2.5,1,,1.25,,120,33,,,,0.148794544,0.670107164,0.181098292,,,,
Aves,Charadriiformes,Laridae,Sterna,paradisaea,Arctic tern,1095,1095,21,,2,1,,13.1,,100,34,,,,0.140480893,0.687623991,0.171895116,,,,
Aves,Charadriiformes,Laridae,Sternula,albifrons,Little tern,730,730,21,,2,,,,,31,23.9,,,,0.093558037,0.677925855,0.228516108,,,,
Aves,Charadriiformes,Laridae,Sternula,antillarum,Least tern,1095,1095,21,,2,,,7,,40,24.1,,,,0.104584532,0.664680601,0.230734867,,,,
Aves,Charadriiformes,Laridae,Thalasseus,elegans,Elegant tern,1095,1095,26,,1,1,,26.4,,251,20.9,,,,0.186445419,0.523767883,0.289786698,,,,
Aves,Charadriiformes,Laridae,Thalasseus,maximus,Royal tern,1095,1095,28,,2,1,,56,,373,28.6,,,,0.200000324,0.570712903,0.229286773,,,,
Aves,Charadriiformes,Laridae,Thalasseus,sandvicensis,Sandwich tern,1095,1095,22,,1,1,,28,,250,30.8,,,,0.181653088,0.611084655,0.207262257,,,,
Aves,Charadriiformes,Recurvirostridae,Himantopus,himantopus,Black-winged stilt,,,,,,,,,,161,10.2,,,,0.175606629,0.38900572,0.435387651,,,,
Aves,Charadriiformes,Recurvirostridae,Himantopus,mexicanus,Black-necked (Hawaiian) stilt,365,365,25,,4,1,,13.6,,186,19.1,,,,0.174436177,0.521317453,0.304246371,,,,
Aves,Charadriiformes,Recurvirostridae,Recurvirostra,avosetta,Pied avocet,730,730,,,,,,,,304,27.8,,,,0.19140981,0.576472841,0.232117349,,,,
Aves,Charadriiformes,Scolopacidae,Actitis,hypoleucos,Common sandpiper,365,365,,,,,,,,48,14.5,,,,0.118593416,0.5397727,0.341633884,,,,
Aves,Charadriiformes,Scolopacidae,Actitis,macularius,Spotted sandpiper,365,365,20,,4,1,,6.04,,34,12,,,,0.105795315,0.517726013,0.376478673,,,,
Aves,Charadriiformes,Scolopacidae,Arenaria,interpres,Ruddy turnstone,730,730,22,,4,1,,11.42,,136,22.3,0.92,90,,0.158925337,0.57467104,0.266403623,,,,
Aves,Charadriiformes,Scolopacidae,Bartramia,longicauda,Upland sandpiper,,,22,,4,1,,18,,141,8.9,,,,0.171440553,0.366255444,0.462304003,,,,
Aves,Charadriiformes,Scolopacidae,Calidris,alba,Sanderling,730,730,27,,4,1.5,,7.3,,50,18.6,,,,0.117409633,0.593272229,0.289318138,,,,
Aves,Charadriiformes,Scolopacidae,Calidris,alpina,Dunlin,730,730,21,,4,1,,9,,52.5,28.8,,,,0.114332278,0.688563232,0.19710449,,,,
Aves,Charadriiformes,Scolopacidae,Calidris,canutus,Red knot,1095,1095,22,,4,1,,,,135,27.3,,,,0.156193917,0.620538989,0.223267094,,,,
Aves,Charadriiformes,Scolopacidae,Calidris,ferruginea,Curlew sandpiper,1095,1095,,,,,,,,58.1,19.7,,,,0.123278897,0.597270909,0.279450194,,,,
Aves,Charadriiformes,Scolopacidae,Calidris,himantopus,Stilt sandpiper,730,730,,,,,,,,57.3,11.1,,,,0.129505855,0.469264043,0.401230101,,,,
Aves,Charadriiformes,Scolopacidae,Calidris,maritima,Purple sandpiper,1095,1095,22,,4,1,,9.1,,65.2,20.8,,,,0.12766424,0.602635078,0.269700683,,,,
Aves,Charadriiformes,Scolopacidae,Calidris,mauri,Western sandpiper,730,730,21,,4,1,,5,,26.19,9.2,,,,0.097568111,0.473535266,0.428896623,,,,
Aves,Charadriiformes,Scolopacidae,Calidris,minuta,Little stint,730,730,,,,,,,,21.1,14.7,,,,0.082554099,0.591594393,0.325851508,,,,
Aves,Charadriiformes,Scolopacidae,Calidris,minutilla,Least sandpiper,365,365,20,,4,1,,4.06,,26,16,,,,0.090659771,0.598240113,0.311100116,,,,
Aves,Charadriiformes,Scolopacidae,Calidris,pusilla,Semipalmated sandpiper,365,365,20,,4,1,,4.4,,27,19.3,,,,0.090073869,0.638112198,0.271813933,,,,
Aves,Charadriiformes,Scolopacidae,Calidris,temminckii,Temminck's stint,,,,,,,,,,23,12.9,,,,0.087873168,0.557147738,0.354979094,,,,
Aves,Charadriiformes,Scolopacidae,Gallinago,delicata,Wilson's snipe,,,,,,,,,,122,9.2,,,,0.16472805,0.382284294,0.452987656,,,,
Aves,Charadriiformes,Scolopacidae,Gallinago,gallinago,Common snipe,365,365,19,,4,,,11,,131.6,18.2,,,,0.159909411,0.530996963,0.309093626,,,,
Aves,Charadriiformes,Scolopacidae,Limicola,falcinellus,Broad-billed sandpiper,,,,,,,,,,37.1,6.8,,,,0.116368346,0.384999705,0.498631949,,,,
Aves,Charadriiformes,Scolopacidae,Limnodromus,griseus,Short-billed dowitcher,365,365,21,,4,1,,11.8,,105,13.3,,,,0.153788718,0.473950994,0.372260288,,,,
Aves,Charadriiformes,Scolopacidae,Limnodromus,scolopaceus,Long-billed dowitcher,,,20,,4,1,,,,130,13.2,,,,0.163200855,0.459589876,0.377209269,,,,
Aves,Charadriiformes,Scolopacidae,Limosa,fedoa,Marbled godwit,1095,1095,24,,4,1,,37,,336,13.7,,,,0.204205957,0.411623406,0.384170637,,,,
Aves,Charadriiformes,Scolopacidae,Limosa,lapponica,Bar-tailed godwit,730,730,21,,4,1,,28,,322,34,,,,0.191522988,0.618272517,0.190204495,,,,
Aves,Charadriiformes,Scolopacidae,Limosa,limosa,Black-tailed godwit,730,730,,,,,,,,294,23.6,,,,0.191900493,0.541674548,0.266424959,,,,
Aves,Charadriiformes,Scolopacidae,Lymnocryptes,minimus,Jack snipe,365,365,,,,,,,,50.2,12.3,,,,0.122509191,0.500162304,0.377328505,,,,
Aves,Charadriiformes,Scolopacidae,Numenius,arquata,Eurasian curlew,730,730,,,,,,,,728,31.8,,,,0.227926151,0.554871223,0.217202626,,,,
Aves,Charadriiformes,Scolopacidae,Numenius,phaeopus,Whimbrel,730,730,22,,4,1,,35,,365.7,24.2,,,,0.201127128,0.534369967,0.264502905,,,,
Aves,Charadriiformes,Scolopacidae,Numenius,tahitiensis,Bristle-thighed curlew,1065,1065,,,4,1,,37.6,,408.6,23.8,,,,0.206167295,0.524048634,0.269784071,,,,
Aves,Charadriiformes,Scolopacidae,Phalaropus,lobatus,Red-necked phalarope,365,365,,,,,,,,33.8,12.9,,,,0.104676498,0.534316863,0.361006639,,,,
Aves,Charadriiformes,Scolopacidae,Phalaropus,tricolor,Wilson's phalarope,,,23,,4,,,,,57,10,,,,0.1305196,0.446139364,0.423341036,,,,
Aves,Charadriiformes,Scolopacidae,Philomachus,pugnax,Ruff,730,730,,,,,,,,136,13.9,,,,0.164554921,0.468517877,0.366927202,,,,
Aves,Charadriiformes,Scolopacidae,Scolopax,minor,American woodcock,300,300,20,,4,1,,12.2,,197.5,20.9,1.066,156.7,,0.175982174,0.537984412,0.286033414,,,,
Aves,Charadriiformes,Scolopacidae,Scolopax,rusticola,Eurasian woodcock,365,365,,,,,,,,308.3,15.5,2.16,430,,0.198980354,0.444447684,0.356571963,,,,
Aves,Charadriiformes,Scolopacidae,Tringa,erythropus,Spotted redshank,365,365,,,,,,,,158,8.6,,,,0.176817685,0.351804069,0.471378246,,,,
Aves,Charadriiformes,Scolopacidae,Tringa,glareola,Wood sandpiper,365,365,,,,,,,,62.5,11.6,,,,0.132772718,0.474006859,0.393220423,,,,
Aves,Charadriiformes,Scolopacidae,Tringa,nebularia,Common greenshank,365,365,,,,,,,,187,24.4,,,,0.17175365,0.575995175,0.252251174,,,,
Aves,Charadriiformes,Scolopacidae,Tringa,ochropus,Green sandpiper,365,365,,,,,,,,90,11.5,,,,0.148792066,0.450436959,0.400770975,,,,
Aves,Charadriiformes,Scolopacidae,Tringa,semipalmata,Willet,730,730,22,,4,1,,28,,270,12.6,,,,0.195657247,0.40579683,0.398545923,,,,
Aves,Charadriiformes,Scolopacidae,Tringa,stagnatilis,Marsh sandpiper,,,,,,,,,,77.5,7.1,,,,0.148008556,0.351006321,0.500985123,,,,
Aves,Charadriiformes,Scolopacidae,Tringa,totanus,Common redshank,365,365,,,,,,,,149,26.9,,,,0.1606766,0.611372435,0.227950965,,,,
Aves,Charadriiformes,Scolopacidae,Xenus,cinereus,Terek sandpiper,,,,,,,,,,78.8,16,,,,0.13905828,0.532480509,0.328461211,,,,
Aves,Charadriiformes,Stercorariidae,Stercorarius,antarcticus,Brown skua,,,,,,,,,,1687,28.8,,,,0.265788988,0.48277728,0.251433733,,,,
Aves,Charadriiformes,Stercorariidae,Stercorarius,longicaudus,Long-tailed jaeger,,,23,,2,,,,,298,14,,,,0.198709353,0.423605684,0.377684963,,,,
Aves,Charadriiformes,Stercorariidae,Stercorarius,maccormicki,South polar skua,,,,,,,,,,1349,23.5,,,,0.258451719,0.450365768,0.291182513,,,,
Aves,Charadriiformes,Stercorariidae,Stercorarius,parasiticus,Parasidic jaeger,1200,1200,26,,2,,,28.5,,445.5,31.1,,,,0.206755146,0.578998128,0.214246727,,,,
Aves,Charadriiformes,Stercorariidae,Stercorarius,skua,Great skua,2190,2190,,,,,,,,1340,34.5,,,,0.253586786,0.536987932,0.209425281,,,,
Aves,Ciconiiformes,Ciconiidae,Ciconia,abdimii,Abdim's stork,,,,,,,,,,1398,21.6,,,,0.261013121,0.429317039,0.30966984,,,,
Aves,Ciconiiformes,Ciconiidae,Ciconia,boyciana,Oriental white stork,,,,,,,,,,4850.5,48.1,,,,0.305779345,0.535325143,0.158895513,,,,
Aves,Ciconiiformes,Ciconiidae,Ciconia,ciconia,European white stork,1460,1460,33,,4,,,,,3350,39,,,,0.292121649,0.510178933,0.197699419,,,,
Aves,Ciconiiformes,Ciconiidae,Ciconia,episcopus,Woolly-necked stork,,,,,,,,,,2061,30.2,,,,0.2739639,0.481561352,0.244474747,,,,
Aves,Ciconiiformes,Ciconiidae,Ciconia,maguari,Maguari stork,,,,,,,,,,4000,20.4,,,,0.307579725,0.354135383,0.338284892,,,,
Aves,Ciconiiformes,Ciconiidae,Ciconia,nigra,Black stork,,,,,,,,,,2926,31.3,,,,0.288834329,0.468812029,0.242353642,,,,
Aves,Ciconiiformes,Ciconiidae,Ephippiorhynchus,asiaticus,Black-necked stork,,,,,,,,,,4100,34,,,,0.302573862,0.467386432,0.230039705,,,,
Aves,Ciconiiformes,Ciconiidae,Ephippiorhynchus,senegalensis,Saddle-billed stork,,,,,,,,,,6162.5,30.2,,,,0.32177205,0.416603876,0.261624074,,,,
Aves,Ciconiiformes,Ciconiidae,Jabiru,mycteria,Jabiru,,,,,,,,,,5470,27.4,,,,0.317727721,0.401823104,0.280449176,,,,
Aves,Ciconiiformes,Ciconiidae,Leptoptilos,crumeniferus,Marabou,1460,1460,30,,2,,,,,8000,44.7,,,,0.328492516,0.489187908,0.182319576,,,,
Aves,Ciconiiformes,Ciconiidae,Leptoptilos,javanicus,Lesser adjutant,,,,,,,,,,5710,31.1,,,,0.318093506,0.427721432,0.254185062,,,,
Aves,Ciconiiformes,Ciconiidae,Mycteria,americana,Wood stork,1460,1460,30,,3,1,,62,,2500,27,,,,0.28372638,0.444956538,0.271317082,,,,
Aves,Ciconiiformes,Ciconiidae,Mycteria,ibis,Yellow-billed stork,,,,,,,,,,2166.5,19.1,,,,0.28159929,0.375713713,0.342686997,,,,
Aves,Ciconiiformes,Ciconiidae,Mycteria,leucocephala,Painted stork,,,,,,,,,,3180,28.6,,,,0.293542239,0.44361644,0.262841321,,,,
Aves,Coliiformes,Coliidae,Colius,striatus,Speckled mousebird,,,14,,,,,,,51,11.5,,,,0.124000243,0.48412189,0.391877867,,,,
Aves,Columbiformes,Columbidae,Caloenas,nicobarica,Nicobar pigeon,,,17,,1,,,,,519,20.5,,,,0.218384274,0.476345267,0.30527046,,,,
Aves,Columbiformes,Columbidae,Columba,livia,Rock dove,140,140,18,,2,3,,15.2,,358.7,35,,,,0.195888988,0.618381015,0.185729997,,,,
Aves,Columbiformes,Columbidae,Columba,oenas,Stock dove and stock pigeon,365,365,,,,,,,,291,12.6,,,,0.198926599,0.401354724,0.399718676,,,,
Aves,Columbiformes,Columbidae,Columba,palumbus,Common wood-pigeon,365,365,,,,,,,,490,17.7,,,,0.217623562,0.446775057,0.335601381,,,,
Aves,Columbiformes,Columbidae,Columbina,inca,Inca dove,,,14,,2,3.5,,,,50,13.3,,,,0.121404042,0.517952421,0.360643537,,,,
Aves,Columbiformes,Columbidae,Columbina,passerina,Common ground dove,75,75,13,,2,2.5,,5,,35,7.2,,,,0.113144251,0.401291402,0.485564347,,,,
Aves,Columbiformes,Columbidae,Geopelia,striata,Zebra dove,,,,,,,,,,56.6,14,,,,0.126205005,0.522118164,0.35167683,,,,
Aves,Columbiformes,Columbidae,Leptotila,verreauxi,White-tipped dove,,,14,,2,1,,,,147.5,8.6,0.8884,131,,0.173816094,0.355882365,0.470301541,,,,
Aves,Columbiformes,Columbidae,Leucosarcia,melanoleuca,Wonga-wonga pigeon,,,,,,,,,,429,16.3,1.695,445,,0.212801856,0.436155356,0.351042789,,,,
Aves,Columbiformes,Columbidae,Patagioenas,fasciata,Band-tailed pigeon,365,365,19,,1,,,,,315,18.5,,,,0.19781162,0.482905751,0.319282628,,,,
Aves,Columbiformes,Columbidae,Patagioenas,leucocephala,White-crowned pigeon,365,365,,,1,,,,,247,14.4,,,,0.190180747,0.441064047,0.368755205,,,,
Aves,Columbiformes,Columbidae,Streptopelia,chinensis,Spotted dove,,,15,,2,,,6.4,,159,9.8,,,,0.175537455,0.380763108,0.443699437,,,,
Aves,Columbiformes,Columbidae,Streptopelia,decaocto,Eurasian collared-dove,365,365,15,,2,4.5,,,,157.4,17.9,,,,0.16792151,0.516647253,0.315431236,,,,
Aves,Columbiformes,Columbidae,Streptopelia,turtur,European turtle-dove,365,365,,,,,,,,132,13.2,1.138,154,,0.163867261,0.458684421,0.377448317,,,,
Aves,Columbiformes,Columbidae,Zenaida,asiatica,White-winged dove,365,365,13,,2,,,7.7,,140,25,,,,0.158829485,0.598617672,0.242552843,,,,
Aves,Columbiformes,Columbidae,Zenaida,macroura,Mourning dove,90,80,14,,2,5,,5,,119,31.3,0.736,123,,0.149059166,0.658726131,0.192214703,,,,
Aves,Coraciiformes,Alcedinidae,Alcedo,atthis,Common kingfisher,365,365,,,,,,,,31.4,21,0.378,34.3,,0.095658207,0.648116189,0.256225604,,,,
Aves,Coraciiformes,Alcedinidae,Ceryle,rudis,Pied kingfisher,,,,,,,,,,84.4,3.9,,,,0.158866523,0.211404901,0.629728576,,,,
Aves,Coraciiformes,Alcedinidae,Chloroceryle,americana,Green kingfisher,,,,,3,,,,,34,5,,,,0.116221688,0.321123092,0.56265522,,,,
Aves,Coraciiformes,Alcedinidae,Dacelo,novaeguineae,Laughing kookaburra,365,365,25,,,,,,,305,26.8,,,,0.19198945,0.568051194,0.239959357,,,,
Aves,Coraciiformes,Alcedinidae,Halcyon,smyrnensis,White-throated kingfisher,,,,,,,,,,91.4,5.5,,,,0.158250237,0.283879848,0.557869915,,,,
Aves,Coraciiformes,Coraciidae,Coracias,benghalensis,Indian roller,,,,,,,,,,158,8.9,,,,0.17640932,0.359504323,0.464086356,,,,
Aves,Coraciiformes,Coraciidae,Coracias,caudatus,Lilac-breasted roller,,,21,,,,,,,108,13.7,,,,0.154665444,0.478934665,0.366399892,,,,
Aves,Coraciiformes,Coraciidae,Coracias,garrulus,Roller,,,,,,,,,,146,9.2,,,,0.172566745,0.37163377,0.455799485,,,,
Aves,Coraciiformes,Meropidae,Merops,apiaster,Bee-eater,365,365,,,,,,,,56.6,5.9,,,,0.136496043,0.328067189,0.535436769,,,,
Aves,Coraciiformes,Meropidae,Merops,bullockoides,White-fronted bee-eater,,,,,,,,,,34.8,7,,,,0.113229615,0.395304967,0.491465418,,,,
Aves,Coraciiformes,Momotidae,Momotus,mexicanus,Russet-crowned motmot,,,,,,,,,,75.7,10.4,,,,0.142436841,0.438120369,0.41944279,,,,
Aves,Coraciiformes,Momotidae,Momotus,momota,Blue-crowned motmot,,,21,,,,,,,133,20.3,,,,0.159070801,0.554892127,0.286037072,,,,
Aves,Coraciiformes,Todidae,Todus,mexicanus,Puerto Rican tody,,,,,,,,,,5.9,12.6,,,,0.028767382,0.632551986,0.338680632,,,,
Aves,Cuculiformes,Cuculidae,Coccyzus,americanus,Yellow-billed cuckoo,365,365,14,,3,1,,8.5,,57.8,5,,,,0.139382976,0.289653588,0.570963436,,,,
Aves,Cuculiformes,Cuculidae,Coccyzus,erythropthalmus,Black-billed cuckoo,365,365,14,,2.5,1,,7.4,,37.5,5,,,,0.120498416,0.315312254,0.56418933,,,,
Aves,Cuculiformes,Cuculidae,Cuculus,canorus,Common cuckoo and Eurasian cuckoo,365,365,,,,,,,,111.5,12.9,0.838,111.6,,0.156774126,0.463531223,0.379694651,,,,
Aves,Cuculiformes,Cuculidae,Geococcyx,californianus,Greater roadrunner,365,365,20,,4,1.5,,14,,376,9,1.4661,284.7,,0.214119506,0.310595439,0.475285055,,,,
Aves,Cuculiformes,Cuculidae,Saurothera,vieilloti,Puerto Rican lizard cuckoo,,,,,,,,,,81.9,7.6,,,,0.149608408,0.363014055,0.487377537,,,,
Aves,Eurypygiformes,Eurypygidae,Eurypyga,helias,Sunbittern,,,27,,2,,,,,210,15,,,,0.182611216,0.459855637,0.357533147,,,,
Aves,Falconiformes,Falconidae,Caracara,cheriway,Crested caracara,,,32,,2,1.5,,51.17,,1031,25.8,,,,0.245605385,0.487278191,0.267116425,,,,
